,vendor
CVE-2009-2271,huawei
CVE-2009-2270,dedecms
CVE-2009-2269,phome_empire
CVE-2009-2265,fckeditor
CVE-2009-2262,myiosoft
CVE-2009-2258,netgear
CVE-2009-2257,netgear
CVE-2009-2256,netgear
CVE-2009-2206,apple
CVE-2009-2166,ocsinventory-ng
CVE-2009-2164,kjtechforce
CVE-2009-2163,sitecore
CVE-2009-2161,torrenttrader
CVE-2009-2160,torrenttrader
CVE-2009-2159,torrenttrader
CVE-2009-2158,torrenttrader
CVE-2009-2157,torrenttrader
CVE-2009-2156,torrenttrader
CVE-2009-2134,pivot
CVE-2009-2133,pivot
CVE-2009-2119,f5
CVE-2009-2116,skybluecanvas
CVE-2009-2115,skybluecanvas
CVE-2009-2114,skybluecanvas
CVE-2009-2107,webmediaexplorer
CVE-2009-2097,zokisoft
CVE-2009-2036,geekbill
CVE-2009-2026,ca
CVE-2009-2011,dxstudio
CVE-2009-2010,haudenschilt
CVE-2009-1955,apache
CVE-2009-1943,safenet-inc
CVE-2009-1937,lightneasy
CVE-2009-1915,icq
CVE-2009-1911,tinywebgallery
CVE-2009-1911,claudio_klingler
CVE-2009-1910,rafal_kucharski
CVE-2009-1907,claroline
CVE-2009-1894,pulseaudio
CVE-2009-1882,imagemagick
CVE-2009-1879,adobe
CVE-2009-1874,adobe
CVE-2009-1873,adobe
CVE-2009-1872,adobe
CVE-2009-1869,adobe
CVE-2009-1857,adobe
CVE-2009-1855,adobe
CVE-2009-1845,lussumo
CVE-2009-1843,glenn_mcgurrin
CVE-2009-1837,mozilla
CVE-2009-1828,mozilla
CVE-2009-1827,mozilla
CVE-2009-1792,stonetrip
CVE-2009-1783,f-prot
CVE-2009-1778,bigace
CVE-2009-1777,matt_wright
CVE-2009-1776,matt_wright
CVE-2009-1766,teozkr
CVE-2009-1762,novell
CVE-2009-1761,ca
CVE-2009-1760,rasterbar_software
CVE-2009-1745,armorlogic
CVE-2009-1743,pinnaclesys
CVE-2009-1729,sun
CVE-2009-1719,sun
CVE-2009-1717,apple
CVE-2009-1701,apple
CVE-2009-1698,apple
CVE-2009-1692,apple
CVE-2009-1661,anoldman
CVE-2009-1636,novell
CVE-2009-1635,novell
CVE-2009-1630,linux
CVE-2009-1629,antony_lesuisse
CVE-2009-1621,opencart
CVE-2009-1620,mata
CVE-2009-1608,microchip
CVE-2009-1594,armorlogic
CVE-2009-1593,armorlogic
CVE-2009-1586,shemes
CVE-2009-1584,r020
CVE-2009-1583,r020
CVE-2009-1571,mozilla
CVE-2009-1570,gimp
CVE-2009-1569,novell
CVE-2009-1568,novell
CVE-2009-1567,larts
CVE-2009-1566,roxio
CVE-2009-1554,sun
CVE-2009-1553,oracle
CVE-2009-1527,linux
CVE-2009-1500,projectcms
CVE-2009-1497,gomlab
CVE-2009-1480,pragyan_cms_project
CVE-2009-1479,boxalino
CVE-2009-1477,aten
CVE-2009-1474,aten
CVE-2009-1473,aten
CVE-2009-1472,aten
CVE-2009-1469,icewarp
CVE-2009-1468,icewarp
CVE-2009-1467,icewarp
CVE-2009-1466,klinzmann
CVE-2009-1465,klinzmann
CVE-2009-1464,klinzmann
CVE-2009-1456,stephane_rajalu
CVE-2009-1453,anoochit_chalothorn
CVE-2009-1439,linux
CVE-2009-1435,trendmicro
CVE-2009-1430,symantec
CVE-2009-1408,webspell
CVE-2009-1394,motorola
CVE-2009-1388,linux
CVE-2009-1385,intel
CVE-2009-1385,linux
CVE-2009-1384,eyrie
CVE-2009-1383,forkosh
CVE-2009-1382,forkosh
CVE-2009-1357,sun
CVE-2009-1354,sergey_lyubka
CVE-2009-1353,sebastian_fernandez
CVE-2009-1350,novell
CVE-2009-1349,redhat
CVE-2009-1348,mcafee
CVE-2009-1338,linux
CVE-2009-1337,linux
CVE-2009-1336,linux
CVE-2009-1333,hp
CVE-2009-1316,abk-soft
CVE-2009-1315,abk-soft
CVE-2009-1312,mozilla
CVE-2009-1298,linux
CVE-2009-1294,novell
CVE-2009-1294,liferay
CVE-2009-1293,novell
CVE-2009-1290,ibm
CVE-2009-1289,ibm
CVE-2009-1288,ibm
CVE-2009-1274,xine
CVE-2009-1268,wireshark
CVE-2009-1262,fortinet
CVE-2009-1255,memcachedb
CVE-2009-1252,ntp
CVE-2009-1242,linux
CVE-2009-1241,clam_anti-virus
CVE-2009-1241,clamav
CVE-2009-1227,checkpoint
CVE-2009-1223,fullrevolution
CVE-2009-1222,webedition
CVE-2009-1220,cisco
CVE-2009-1219,sun
CVE-2009-1218,sun
CVE-2009-1210,wireshark
CVE-2009-1204,tiki
CVE-2009-1202,cisco
CVE-2009-1201,cisco
CVE-2009-1194,pango
CVE-2009-1188,poppler
CVE-2009-1187,poppler
CVE-2009-1186,kernel
CVE-2009-1185,kernel
CVE-2009-1177,umn
CVE-2009-1176,umn
CVE-2009-1171,moodle
CVE-2009-1151,phpmyadmin
CVE-2009-1119,emc
CVE-2009-1106,sun
CVE-2009-1104,sun
CVE-2009-1102,sun
CVE-2009-1099,sun
CVE-2009-1098,sun
CVE-2009-1097,sun
CVE-2009-1096,sun
CVE-2009-1095,sun
CVE-2009-1093,sun
CVE-2009-1092,geovision
CVE-2009-1091,rapidleech
CVE-2009-1090,rapidleech
CVE-2009-1089,rapidleech
CVE-2009-1088,hannonhill
CVE-2009-1072,linux
CVE-2009-1070,expressionengine
CVE-2009-1068,bsplayer
CVE-2009-1053,chaozz
CVE-2009-1052,chaozz
CVE-2009-1051,chaozz
CVE-2009-1048,snom
CVE-2009-1044,mozilla
CVE-2009-1039,cdexos
CVE-2009-1030,wordpress
CVE-2009-1029,poppeeper
CVE-2009-1027,opencart
CVE-2009-1022,gomlab
CVE-2009-0964,xlinesoft
CVE-2009-0963,xlinesoft
CVE-2009-0950,apple
CVE-2009-0949,apple
CVE-2009-0945,apple
CVE-2009-0941,hp
CVE-2009-0940,hp
CVE-2009-0922,postgresql
CVE-2009-0921,hp
CVE-2009-0920,hp
CVE-2009-0882,roman_bogorodskiy
CVE-2009-0880,ibm
CVE-2009-0879,ibm
CVE-2009-0877,sun
CVE-2009-0871,digium
CVE-2009-0860,netcordia
CVE-2009-0858,d.j.bernstein
CVE-2009-0853,stewart_howe
CVE-2009-0852,stewart_howe
CVE-2009-0851,stewart_howe
CVE-2009-0850,bitdefender
CVE-2009-0847,mit
CVE-2009-0846,mit
CVE-2009-0845,mit
CVE-2009-0844,mit
CVE-2009-0843,umn
CVE-2009-0842,umn
CVE-2009-0841,umn
CVE-2009-0840,umn
CVE-2009-0839,umn
CVE-2009-0837,foxit
CVE-2009-0836,foxitsoftware
CVE-2009-0834,linux
CVE-2009-0832,ausimods
CVE-2009-0825,torben_sorensen
CVE-2009-0824,slysoft
CVE-2009-0814,blogsa
CVE-2009-0812,bpsoft
CVE-2009-0811,sopcast
CVE-2009-0796,apache
CVE-2009-0792,ghostscript
CVE-2009-0792,argyllcms
CVE-2009-0787,linux
CVE-2009-0769,qip
CVE-2009-0748,linux
CVE-2009-0747,linux
CVE-2009-0746,linux
CVE-2009-0745,linux
CVE-2009-0744,apple
CVE-2009-0741,craftsilicon
CVE-2009-0734,nokia
CVE-2009-0733,gimp
CVE-2009-0733,mozilla
CVE-2009-0733,sun
CVE-2009-0733,littlecms
CVE-2009-0730,gigcalendar
CVE-2009-0727,tony_iha_kazungu
CVE-2009-0723,gimp
CVE-2009-0723,mozilla
CVE-2009-0723,sun
CVE-2009-0723,littlecms
CVE-2009-0698,xine
CVE-2009-0696,isc
CVE-2009-0686,trendmicro
CVE-2009-0682,ca
CVE-2009-0681,pgp
CVE-2009-0678,ravenphpscripts
CVE-2009-0677,ravenphpscripts
CVE-2009-0676,linux
CVE-2009-0675,linux
CVE-2009-0674,ravenphpscripts
CVE-2009-0673,ravenphpscripts
CVE-2009-0672,ravenphpscripts
CVE-2009-0647,microsoft
CVE-2009-0646,4site
CVE-2009-0644,swannsecurity
CVE-2009-0640,swannsecurity
CVE-2009-0608,android
CVE-2009-0607,openhandsetalliance
CVE-2009-0606,openhandsetalliance
CVE-2009-0601,wireshark
CVE-2009-0600,wireshark
CVE-2009-0599,wireshark
CVE-2009-0590,openssl
CVE-2009-0587,go-evolution
CVE-2009-0586,gstreamer
CVE-2009-0585,joe_shaw
CVE-2009-0584,argyllcms
CVE-2009-0584,ghostscript
CVE-2009-0583,ghostscript
CVE-2009-0583,argyllcms
CVE-2009-0581,gimp
CVE-2009-0581,mozilla
CVE-2009-0581,sun
CVE-2009-0581,littlecms
CVE-2009-0572,flatnux
CVE-2009-0546,newsgator
CVE-2009-0545,zeroshell
CVE-2018-5544,f5
CVE-2018-15139,open-emr
CVE-2018-15140,open-emr
CVE-2018-15142,open-emr
CVE-2018-15141,open-emr
CVE-2018-15143,open-emr
CVE-2018-7097,hp
CVE-2018-7098,hp
CVE-2018-15144,open-emr
CVE-2018-7099,hp
CVE-2018-15145,open-emr
CVE-2018-4832,siemens
CVE-2010-3190,apple
CVE-2010-3190,microsoft
CVE-2018-15154,open-emr
CVE-2018-15153,open-emr
CVE-2018-15155,open-emr
CVE-2018-15156,open-emr
CVE-2018-1999037,jenkins
CVE-2017-1286,ibm
CVE-2018-13392,atlassian
CVE-2018-14850,tiki
CVE-2018-15125,zipato
CVE-2018-15124,zipato
CVE-2018-14849,tiki
CVE-2018-14923,uniview
CVE-2018-14857,ocsinventory-ng
CVE-2018-14911,ukcms
CVE-2018-7060,arubanetworks
CVE-2018-14028,wordpress
CVE-2018-7754,linux
CVE-2018-3615,intel
CVE-2017-12478,unitrends
CVE-2015-5621,net-snmp
CVE-2012-0711,ibm
CVE-2012-0710,ibm
CVE-2018-7268,magnicomp
CVE-2018-6940,nat32
CVE-2018-6563,totemo
CVE-2018-11027,ruckussecurity
CVE-2017-9802,apache
CVE-2017-9800,apache
CVE-2017-9767,quali
CVE-2017-9613,sap
CVE-2017-9538,solarwinds
CVE-2017-9537,solarwinds
CVE-2017-8802,synocor
CVE-2017-7357,atlassian
CVE-2017-7185,cesanta
CVE-2017-7183,extraputty
CVE-2017-6430,ettercap_project
CVE-2017-6429,appneta
CVE-2017-5359,easycom-aura
CVE-2017-15271,psftp
CVE-2017-15270,psftp
CVE-2017-14089,trendmicro
CVE-2017-14087,trendmicro
CVE-2017-14085,trendmicro
CVE-2017-13754,wibu
CVE-2017-12815,bomgar
CVE-2017-12410,kaseya
CVE-2017-11494,sol-connect
CVE-2016-9962,docker
CVE-2016-9832,pwc
CVE-2016-9795,ca
CVE-2016-9565,nagios
CVE-2016-7955,alienvault
CVE-2016-7866,adobe
CVE-2016-7442,sophos
CVE-2016-7397,sophos
CVE-2016-7140,plone
CVE-2016-7139,plone
CVE-2016-7138,plone
CVE-2016-7137,plone
CVE-2016-7136,plone
CVE-2016-7135,plone
CVE-2016-6920,ffmpeg
CVE-2016-6802,apache
CVE-2016-6668,atlassian
CVE-2016-6603,zohocorp
CVE-2016-6602,zohocorp
CVE-2016-6601,zohocorp
CVE-2016-6600,zohocorp
CVE-2016-6597,sophos
CVE-2016-6582,doorkeeper_project
CVE-2016-6496,atlassian
CVE-2016-6492,google
CVE-2016-6484,infoblox
CVE-2016-6231,kaspersky
CVE-2016-6186,debian
CVE-2016-6186,djangoproject
CVE-2016-6167,simon_tatham
CVE-2016-6133,ektron
CVE-2016-5847,sap
CVE-2016-5821,huawei
CVE-2016-5715,puppet
CVE-2016-5672,intel
CVE-2016-5648,acer
CVE-2016-5574,oracle
CVE-2016-5399,php
CVE-2016-5331,vmware
CVE-2016-5330,vmware
CVE-2016-5229,atlassian
CVE-2016-5000,apache
CVE-2016-4974,apache
CVE-2016-4945,citrix
CVE-2016-4651,apple
CVE-2016-4590,apple
CVE-2016-4437,apache
CVE-2016-4434,apache
CVE-2016-4432,apache
CVE-2016-4338,zabbix
CVE-2016-4327,wso2
CVE-2016-4322,bmc
CVE-2016-4316,wso2
CVE-2016-4315,wso2
CVE-2016-4314,wso2
CVE-2016-4313,extplorer
CVE-2016-4312,wso2
CVE-2016-4311,wso2
CVE-2016-4264,adobe
CVE-2016-3996,samsung
CVE-2016-3718,canonical
CVE-2016-3718,imagemagick
CVE-2016-3718,redhat
CVE-2016-3717,canonical
CVE-2016-3717,redhat
CVE-2016-3717,imagemagick
CVE-2016-3716,canonical
CVE-2016-3716,imagemagick
CVE-2016-3716,redhat
CVE-2016-3715,redhat
CVE-2016-3715,imagemagick
CVE-2016-3715,canonical
CVE-2016-3685,sap
CVE-2016-3672,canonical
CVE-2016-3672,novell
CVE-2016-3672,linux
CVE-2016-3196,fortinet
CVE-2016-3152,barco
CVE-2016-3151,barco
CVE-2016-3150,barco
CVE-2016-3109,shopware
CVE-2016-3094,apache
CVE-2016-3089,apache
CVE-2016-3085,apache
CVE-2016-3074,libgd
CVE-2016-3074,debian
CVE-2016-2803,mozilla
CVE-2016-2784,cmsmadesimple
CVE-2016-2385,debian
CVE-2016-2385,kamailio
CVE-2016-2345,dameware
CVE-2016-2268,dell
CVE-2016-2242,exponentcms
CVE-2016-2212,magento
CVE-2016-2170,apache
CVE-2016-2164,apache
CVE-2016-2163,apache
CVE-2016-2078,vmware
CVE-2016-2058,debian
CVE-2016-2058,xymon
CVE-2016-2057,xymon
CVE-2016-2057,debian
CVE-2016-2056,xymon
CVE-2016-2056,debian
CVE-2016-2055,xymon
CVE-2016-2055,debian
CVE-2016-2054,debian
CVE-2016-2054,xymon
CVE-2016-1926,greenbone
CVE-2016-1926,fedoraproject
CVE-2016-1920,samsung
CVE-2016-1919,samsung
CVE-2016-1885,freebsd
CVE-2016-1786,apple
CVE-2016-1785,apple
CVE-2016-1782,apple
CVE-2016-1781,apple
CVE-2016-1779,apple
CVE-2016-1778,apple
CVE-2016-1728,apple
CVE-2016-1726,apple
CVE-2016-1725,apple
CVE-2016-1723,apple
CVE-2016-1596,novell
CVE-2016-1595,novell
CVE-2016-1594,novell
CVE-2016-1593,novell
CVE-2016-1543,bmc
CVE-2016-1542,bmc
CVE-2016-1525,netgear
CVE-2016-1520,grandstream
CVE-2016-1519,grandstream
CVE-2016-1518,grandstream
CVE-2016-1499,owncloud
CVE-2016-1493,intel
CVE-2016-1492,lenovo
CVE-2016-1491,lenovo
CVE-2016-1490,lenovo
CVE-2016-1489,lenovo
CVE-2016-1417,snort
CVE-2016-1337,cisco
CVE-2016-1336,cisco
CVE-2016-1328,cisco
CVE-2016-1247,nginx
CVE-2016-1240,apache
CVE-2016-10045,phpmailer_project
CVE-2016-10033,phpmailer_project
CVE-2016-0956,apache
CVE-2016-0956,adobe
CVE-2016-0891,emc
CVE-2016-0784,apache
CVE-2016-0783,apache
CVE-2016-0779,apache
CVE-2016-0392,ibm
CVE-2015-8770,roundcube
CVE-2015-8603,s9y
CVE-2015-8562,joomla
CVE-2015-8399,atlassian
CVE-2015-8398,atlassian
CVE-2015-8397,grassroots_dicom_project
CVE-2015-8396,grassroots_dicom_project
CVE-2015-8379,cakephp
CVE-2015-8370,gnu
CVE-2015-8370,fedoraproject
CVE-2015-8362,harman
CVE-2015-8361,atlassian
CVE-2015-8360,atlassian
CVE-2015-8358,bitrix
CVE-2015-8357,bitrix
CVE-2015-8356,bitrix_project
CVE-2015-8355,orion-soft
CVE-2015-8354,ultimatemember
CVE-2015-8353,role_scoper_project
CVE-2015-8351,gwolle_guestbook_project
CVE-2015-8350,inboundnow
CVE-2015-8349,gameconnect
CVE-2015-8264,f-secure
CVE-2015-8247,synnefoims
CVE-2015-8221,google
CVE-2015-8131,elasticsearch
CVE-2015-8096,google
CVE-2015-7985,valve
CVE-2015-7815,matomo
CVE-2015-7724,amd
CVE-2015-7723,amd
CVE-2015-7706,ssp-europe
CVE-2015-7683,font_project
CVE-2015-7682,genetechsolutions
CVE-2015-7670,support_ticket_system_project
CVE-2015-7667,web-mv
CVE-2015-7611,apache
CVE-2015-7571,yeager
CVE-2015-7570,yeager
CVE-2015-7555,giflib_project
CVE-2015-7555,fedoraproject
CVE-2015-7527,cool_video_gallery_project
CVE-2015-7521,apache
CVE-2015-7392,freeswitch
CVE-2015-7391,testlink
CVE-2015-7385,open-xchange
CVE-2015-7377,genetechsolutions
CVE-2015-7373,revive-adserver
CVE-2015-7372,revive-adserver
CVE-2015-7371,revive-adserver
CVE-2015-7370,revive-adserver
CVE-2015-7369,revive-adserver
CVE-2015-7368,revive-adserver
CVE-2015-7367,revive-adserver
CVE-2015-7366,revive-adserver
CVE-2015-7365,revive-adserver
CVE-2015-7364,revive-adserver
CVE-2015-7360,fortinet
CVE-2015-7326,milton
CVE-2015-7320,codepeople
CVE-2015-7319,codepeople
CVE-2015-7299,k2
CVE-2015-7242,avm
CVE-2015-7241,sap
CVE-2015-6973,igniterealtime
CVE-2015-6945,jsp\/mysql_administrador_web_project
CVE-2015-6944,jsp\/mysql_administrador_web_project
CVE-2015-6940,pentaho
CVE-2015-6913,synology
CVE-2015-6912,synology
CVE-2015-6911,synology
CVE-2015-6910,synology
CVE-2015-6909,synology
CVE-2015-6856,dell
CVE-2015-6584,sprymedia
CVE-2015-6545,webgroupmedia
CVE-2015-6540,igcb
CVE-2015-6535,youtube_embed_project
CVE-2015-6530,opentext
CVE-2015-6529,phpipam
CVE-2015-6516,cygnux
CVE-2015-6357,cisco
CVE-2015-6306,cisco
CVE-2015-6237,tripwire
CVE-2015-6024,netcommwireless
CVE-2015-6023,netcommwireless
CVE-2015-5999,d-link
CVE-2015-5956,typo3
CVE-2015-5949,videolan
CVE-2015-5912,apple
CVE-2015-5742,veeam
CVE-2015-5737,fortinet
CVE-2015-5736,fortinet
CVE-2015-5735,fortinet
CVE-2015-5718,websense
CVE-2015-5703,open-xchange_ox_guard
CVE-2015-5696,dell
CVE-2015-5675,freebsd
CVE-2015-5603,atlassian
CVE-2015-5535,qtranslate_project
CVE-2015-5534,oxwall
CVE-2015-5533,count_per_day_project
CVE-2015-5532,paidmembershipspro
CVE-2015-5531,elasticsearch
CVE-2015-5457,pivotx
CVE-2015-5456,pivotx
CVE-2015-5441,hp
CVE-2015-5379,axigen
CVE-2015-5375,open-xchange
CVE-2015-5372,adnovum
CVE-2015-5353,novius-os
CVE-2015-5349,apache
CVE-2015-5256,apache
CVE-2015-5255,hp
CVE-2015-5255,adobe
CVE-2015-5208,apache
CVE-2015-5207,apache
CVE-2015-5076,x2engine
CVE-2015-5075,x2engine
CVE-2015-5074,x2engine
CVE-2015-5066,metalgenix
CVE-2015-5064,mysql-lite-administrator_project
CVE-2015-5063,silverstripe
CVE-2015-5054,ellucian
CVE-2015-4687,ellucian
CVE-2015-4685,polycom
CVE-2015-4684,polycom
CVE-2015-4683,polycom
CVE-2015-4682,polycom
CVE-2015-4681,polycom
CVE-2015-4680,freeradius
CVE-2015-4680,suse
CVE-2015-4674,timedoctor
CVE-2015-4670,devexpress
CVE-2015-4669,xceedium
CVE-2015-4668,xceedium
CVE-2015-4667,xceedium
CVE-2015-4624,hak5
CVE-2015-4616,easy2map_project
CVE-2015-4614,easy2map_project
CVE-2015-4464,kguardsecurity
CVE-2015-4427,ektron
CVE-2015-4415,magnifica_webscripts
CVE-2015-4165,elasticsearch
CVE-2015-4153,zanematthew
CVE-2015-4119,ispconfig
CVE-2015-4118,ispconfig
CVE-2015-4109,usersultra
CVE-2015-4108,wftpserver
CVE-2015-4084,free-counter
CVE-2015-4080,kankun
CVE-2015-4077,fortinet
CVE-2015-4038,wpmembership
CVE-2015-3995,sap
CVE-2015-3994,sap
CVE-2015-3986,thecartpress
CVE-2018-14941,harmonicinc
CVE-2015-3903,phpmyadmin
CVE-2015-3897,bonitasoft
CVE-2015-3885,dcraw_project
CVE-2015-3885,fedoraproject
CVE-2015-3648,montala
CVE-2015-3647,wppa.opajaap
CVE-2015-3624,ektron
CVE-2015-3620,fortinet
CVE-2015-3447,sonicwall
CVE-2015-3443,thycotic
CVE-2015-3442,soreco
CVE-2015-3429,automattic
CVE-2015-3429,debian
CVE-2015-3422,searchblox
CVE-2015-3319,hotspotexpress
CVE-2015-3302,thecartpress
CVE-2015-3301,thecartpress
CVE-2015-3300,thecartpress
CVE-2015-3294,thekelleys
CVE-2015-3294,oracle
CVE-2015-3269,hp
CVE-2015-3269,adobe
CVE-2015-3268,apache
CVE-2015-3252,apache
CVE-2015-3251,apache
CVE-2015-3188,apache
CVE-2015-3152,oracle
CVE-2015-3152,mariadb
CVE-2015-3035,tp-link
CVE-2015-3008,digium
CVE-2015-3001,sysaid
CVE-2015-3000,sysaid
CVE-2015-2999,sysaid
CVE-2015-2998,sysaid
CVE-2015-2997,sysaid
CVE-2015-2996,sysaid
CVE-2015-2995,sysaid
CVE-2015-2993,sysaid
CVE-2015-2926,zoneo-soft
CVE-2015-2878,watchguard
CVE-2015-2845,goautodial
CVE-2015-2844,goautodial
CVE-2015-2843,goautodial
CVE-2015-2840,citrix
CVE-2015-2839,citrix
CVE-2015-2838,citrix
CVE-2015-2828,ca
CVE-2015-2827,ca
CVE-2015-2826,simple_ads_manager_project
CVE-2015-2824,simple_ads_manager_project
CVE-2015-2805,alcatel-lucent
CVE-2015-2804,alcatel-lucent
CVE-2015-2803,akronymmanager_project
CVE-2015-2791,wpml
CVE-2015-2781,hotspot_express
CVE-2015-2755,ab_google_map_travel_project
CVE-2015-2748,websense
CVE-2015-2747,websense
CVE-2015-2746,websense
CVE-2015-2703,websense
CVE-2015-2702,websense
CVE-2015-2690,digium
CVE-2015-2683,citrix
CVE-2015-2677,ocportal
CVE-2015-2564,projectsend
CVE-2015-2560,zohocorp
CVE-2015-2351,alkacon
CVE-2015-2315,wpml
CVE-2015-2314,wpml
CVE-2015-2289,s9y
CVE-2015-2282,sap
CVE-2015-2281,fortinet
CVE-2015-2280,airlink101
CVE-2015-2279,airlive
CVE-2015-2278,sap
CVE-2015-2275,wotlab
CVE-2015-2250,concrete5
CVE-2015-2237,betster_project
CVE-2015-2223,palo_alto_networks
CVE-2015-2220,ninjaforms
CVE-2015-2217,myupb
CVE-2015-2210,epicor
CVE-2015-2195,wp_media_cleaner_project
CVE-2015-2154,tcpdump
CVE-2015-2153,tcpdump
CVE-2015-2103,cosmoshop
CVE-2015-2102,clip-bucket
CVE-2015-2082,unit4
CVE-2015-2076,sap
CVE-2015-2075,sap
CVE-2015-2072,sap
CVE-2015-1833,apache
CVE-2015-1614,image_metadata_cruncher_project
CVE-2015-1600,netatmo
CVE-2015-1588,open-xchange
CVE-2015-1585,fatfreecrm
CVE-2015-1574,google
CVE-2015-1558,digium
CVE-2015-1518,redaxscript
CVE-2015-1517,piwigo
CVE-2015-1514,fancyfon
CVE-2015-1482,ansible
CVE-2015-1481,ansible
CVE-2015-1480,manageengine
CVE-2015-1467,fork-cms
CVE-2015-1437,asus
CVE-2015-1428,sefrengo
CVE-2015-1427,elasticsearch
CVE-2015-1415,freebsd
CVE-2015-1385,blubrry
CVE-2015-1384,banner_effect_header_project
CVE-2015-1376,pixabay_images_project
CVE-2015-1375,pixabay_images_project
CVE-2015-1368,ansible
CVE-2015-1367,catbot_project
CVE-2015-1366,pixabay_images_project
CVE-2015-1365,pixabay_images_project
CVE-2015-1180,eventsentry
CVE-2015-1179,infinite_automation_systems
CVE-2015-1178,qualiteam
CVE-2015-1177,exponentcms
CVE-2015-1176,osticket
CVE-2015-1175,prestashop
CVE-2015-1056,brother
CVE-2015-1050,f5
CVE-2015-1032,kiwix
CVE-2015-1026,zohocorp
CVE-2015-0866,zohocorp
CVE-2015-0524,emc
CVE-2015-0516,emc
CVE-2015-0514,emc
CVE-2015-0261,tcpdump
CVE-2015-0247,e2fsprogs_project
CVE-2015-0247,debian
CVE-2015-0247,canonical
CVE-2015-0247,fedoraproject
CVE-2015-0225,apache
CVE-2015-0224,apache
CVE-2014-9757,atlassian
CVE-2014-9755,viprinet
CVE-2014-9754,viprinet
CVE-2014-9711,websense
CVE-2014-9707,embedthis
CVE-2014-9570,mywebsiteadvisor
CVE-2014-9526,concrete5
CVE-2014-9522,papoo
CVE-2014-9466,open-xchange
CVE-2014-9433,contenido
CVE-2014-9432,s9y
CVE-2014-9414,w3edge
CVE-2014-9408,ekahau
CVE-2014-9387,sap
CVE-2014-9381,ettercap_project
CVE-2014-9380,ettercap_project
CVE-2014-9379,ettercap_project
CVE-2014-9378,ettercap_project
CVE-2014-9377,ettercap_project
CVE-2014-9358,docker
CVE-2014-9357,docker
CVE-2014-9352,scalix
CVE-2014-9342,f5
CVE-2014-9331,zohocorp
CVE-2014-9303,entrypass
CVE-2014-9226,symantec
CVE-2014-9225,symantec
CVE-2014-9224,symantec
CVE-2014-9215,pbboard
CVE-2014-9185,morfy_cms_project
CVE-2014-9178,smartypantsplugins
CVE-2014-9144,technicolor
CVE-2014-9143,technicolor
CVE-2014-9142,technicolor
CVE-2014-9140,redhat
CVE-2014-9129,creative_minds
CVE-2014-9118,dasanzhone
CVE-2014-9104,openvpn
CVE-2014-9029,jasper_project
CVE-2014-9028,flac
CVE-2014-9021,zteusa
CVE-2014-9020,zte
CVE-2014-9019,zte
CVE-2014-8993,open-xchange
CVE-2014-8962,flac
CVE-2014-8889,dropbox
CVE-2014-8886,avm
CVE-2014-8877,creative_minds
CVE-2014-8874,kennziffer
CVE-2014-8872,avm
CVE-2014-8869,tapatalk
CVE-2014-8868,entrypass
CVE-2014-8826,apple
CVE-2014-8793,revive-adserver
CVE-2014-8791,enalean
CVE-2014-8779,pexip
CVE-2014-8778,checkmarx
CVE-2014-8769,redhat
CVE-2014-8757,lg
CVE-2014-8732,phpmemcachedadmin_project
CVE-2014-8731,phpmemcachedadmin_project
CVE-2014-8724,w3edge
CVE-2014-8683,gogits
CVE-2014-8682,gogits
CVE-2014-8658,refinedwiki
CVE-2014-8612,freebsd
CVE-2014-8539,simple_email_form_project
CVE-2014-8487,kony
CVE-2014-8429,xavoc
CVE-2014-8419,wibu
CVE-2014-8393,corel
CVE-2014-8391,sendio
CVE-2014-8390,schneider-electric
CVE-2014-8389,airlive
CVE-2014-8387,advantech
CVE-2014-8373,vmware
CVE-2014-8371,vmware
CVE-2014-8357,dasanzhone
CVE-2014-8340,zoneo-soft
CVE-2014-8339,nuevolab
CVE-2014-8339,clip-share
CVE-2014-8334,wp-dbmanager_project
CVE-2014-8324,aircrack-ng
CVE-2014-8323,aircrack-ng
CVE-2014-8315,sap
CVE-2014-8314,sap
CVE-2014-8313,sap
CVE-2014-8310,sap
CVE-2014-8309,sap
CVE-2014-8308,sap
CVE-2014-8248,ca
CVE-2014-8247,ca
CVE-2014-8246,ca
CVE-2014-8084,osclass
CVE-2014-8083,osclass
CVE-2014-8082,testlink
CVE-2014-8081,testlink
CVE-2014-7987,espocrm
CVE-2014-7986,espocrm
CVE-2014-7985,espocrm
CVE-2014-7959,ait-pro
CVE-2014-7958,ait-pro
CVE-2014-7957,pods_foundation
CVE-2014-7956,podsfoundation
CVE-2014-7954,google
CVE-2014-7953,google
CVE-2014-7952,google
CVE-2014-7871,open-xchange
CVE-2014-7864,zohocorp
CVE-2014-7862,zohocorp
CVE-2014-7860,d-link
CVE-2014-7858,d-link
CVE-2014-7857,d-link
CVE-2014-7809,apache
CVE-2014-7807,apache
CVE-2014-7289,symantec
CVE-2014-7216,yahoo
CVE-2014-7187,gnu
CVE-2014-7186,gnu
CVE-2014-7183,litecart
CVE-2014-7182,wpgmaps
CVE-2014-7181,maxfoundry
CVE-2014-7139,cfdbplugin
CVE-2014-7138,google_calendar_events_project
CVE-2014-7137,dolibarr
CVE-2014-6617,industrial.softing
CVE-2014-6616,softing
CVE-2014-6603,openinfosecfoundation
CVE-2014-6439,elasticsearch
CVE-2014-6437,aztech
CVE-2014-6436,aztech
CVE-2014-6396,ettercap_project
CVE-2014-6395,ettercap_project
CVE-2014-6315,photo_gallery_plugin_project
